country,programId,programName,fieldKey,fieldLabel,pillar,subFactor,status,classification,valueRawTrunc,sourceUrl,sourceTier,extractionConfidence,validationConfidence
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,B.2.4,"Mandatory non-government costs (agents, translation, medicals)",B,B.2,pending_review,POPULATED,"{""hasMandatoryNonGovCosts"":true,""notes"":""IRCC-approved panel-physician medical e",https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/biometrics.html,,0.700,0.700
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,B.3.1,Online application availability,B,B.3,pending_review,POPULATED,fully_online,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.800,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,B.3.2,In-person / biometric requirement (count of visits),B,B.3,pending_review,POPULATED,1,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.500,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,B.3.3,Appeal and refusal process clarity,B,B.3,pending_review,POPULATED,limited,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.400,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.1.1,Employer-sponsorship requirement,C,C.1,approved,POPULATED,not_required,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.900,0.950
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.1.2,Ability to switch employers (no re-application vs. re-application),C,C.1,pending_review,POPULATED,free_switching,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.800,0.950
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.1.3,Self-employment and secondary income rights,C,C.1,pending_review,POPULATED,full_rights,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.850,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.1.4,Labor market test requirement,C,C.1,pending_review,POPULATED,false,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.850,0.750
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.2.1,Spouse inclusion and work rights (automatic / by permit / none),C,C.2,pending_review,POPULATED,automatic_with_full_work_rights,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.600,0.920
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.2.2,Dependent child age cap and inclusion terms,C,C.2,pending_review,POPULATED,22,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.300,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.2.3,Parent or extended family inclusion option,C,C.2,pending_review,POPULATED,false,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.400,0.600
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.2.4,Same-sex partner recognition,C,C.2,pending_review,POPULATED,true,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.700,0.950
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.3.1,Public healthcare access,C,C.3,pending_review,POPULATED,not_stated,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.900,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,C.3.2,Public education access for children,C,C.3,approved,POPULATED,,internal:country-substitute-regional/C.3.2/CAN,,1.000,1.000
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.1.1,PR provision available (yes / no),D,D.1,approved,POPULATED,true,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.990,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.1.2,Minimum years of residence to PR eligibility,D,D.1,pending_review,POPULATED,2,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,,0.700,0.700
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.1.3,Physical presence requirement during accrual (days/yr),D,D.1,pending_review,POPULATED,"{""required"":false,""daysPerYear"":null,""notes"":""Express Entry has no per-year phys",https://www.canada.ca/en/immigration-refugees-citizenship/services/new-immigrants/pr-card/understand-pr-status.html,,0.700,0.700
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.1.4,PR retention rules (days/yr to keep PR),D,D.1,pending_review,POPULATED,"{""required"":true,""daysPerYear"":146,""notes"":""730 days in any rolling 5-year windo",https://www.canada.ca/en/immigration-refugees-citizenship/services/new-immigrants/pr-card/understand-pr-status.html,,0.700,0.700
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.2.1,Citizenship provision available from this track (yes / no),D,D.2,approved,POPULATED,true,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.850,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.2.2,Total minimum years from initial visa entry to citizenship eligibility,D,D.2,pending_review,POPULATED,5,derived-computation:D.2.2,,0.600,0.600
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.2.3,Dual citizenship permitted,D,D.2,pending_review,POPULATED,permitted,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/become-canadian-citizen/dual-citizenship.html,,0.700,0.700
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.2.4,Civic / language / integration test burden,D,D.2,pending_review,POPULATED,moderate,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/become-canadian-citizen/eligibility.html,1,0.850,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.3.1,Tax residency trigger (days/yr before worldwide tax applies),D,D.3,,LLM_MISS,,,,,
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.3.2,"Special regime available (non-dom, expat bonus, flat-rate)",D,D.3,,LLM_MISS,,,,,
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,D.3.3,Territorial vs. worldwide taxation for residents,D,D.3,,LLM_MISS,,,,,
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,E.1.1,"Material policy changes in last 5 years (count, weighted by severity)",E,E.1,pending_review,POPULATED,2,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/apply-permanent-residence/fees.html,1,0.500,0.950
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,E.1.2,Forward-announced pipeline changes (positive predictability signal),E,E.1,pending_review,POPULATED,false,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.850,0.700
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,E.1.3,"Program age (years since introduction, capped at 20)",E,E.1,pending_review,POPULATED,11,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.400,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,E.2.1,Published approval rate or admission statistics,E,E.2,pending_review,POPULATED,false,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.700,0.700
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,E.2.2,Published quota / cap information,E,E.2,pending_review,POPULATED,not_addressed,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.800,0.850
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,E.2.3,Public guidance and decision criteria documentation,E,E.2,pending_review,POPULATED,substantive,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply/federal-skilled-workers.html,1,0.750,1.000
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,E.3.1,Rule of law (V-Dem / World Bank WGI),E,E.3,approved,POPULATED,1.46,https://api.worldbank.org/v2/country/CA/indicator/RL.EST?format=json&mrv=1&source=3,1,1.000,1.000
CAN,0e2d340e-78ce-4813-8cd2-d914abcc5554,Express Entry – Federal Skilled Worker,E.3.2,Government effectiveness (World Bank WGI),E,E.3,approved,POPULATED,1.76,https://api.worldbank.org/v2/country/CA/indicator/GOV_WGI_GE.EST?format=json&mrv=1&source=3,1,1.000,1.000
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.1.1,Minimum salary threshold (USD-equivalent),A,A.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.1.2,Salary threshold as % of local median wage,A,A.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.1.3,"Alternative qualification pathways (points, capital, patent)",A,A.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.2.1,Minimum educational requirement,A,A.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.2.2,Minimum work experience (years),A,A.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.2.3,Language proficiency requirement (level + acceptance list),A,A.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.3.1,Occupation list constraint (open / restricted list / shortage list),A,A.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.3.2,Annual quota presence and size,A,A.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,A.3.3,Applicant age cap,A,A.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.1.1,Published SLA processing time (days),B,B.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.1.2,Fast-track option availability and SLA,B,B.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.1.3,Number of application steps,B,B.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.2.1,Principal applicant fees (USD),B,B.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.2.2,Per-dependant fees (USD),B,B.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.2.3,Employer-borne levies and skill charges (USD),B,B.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.2.4,"Mandatory non-government costs (agents, translation, medicals)",B,B.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.3.1,Online application availability,B,B.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.3.2,In-person / biometric requirement (count of visits),B,B.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,B.3.3,Appeal and refusal process clarity,B,B.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.1.1,Employer-sponsorship requirement,C,C.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.1.2,Ability to switch employers (no re-application vs. re-application),C,C.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.1.3,Self-employment and secondary income rights,C,C.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.1.4,Labor market test requirement,C,C.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.2.1,Spouse inclusion and work rights (automatic / by permit / none),C,C.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.2.2,Dependent child age cap and inclusion terms,C,C.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.2.3,Parent or extended family inclusion option,C,C.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.2.4,Same-sex partner recognition,C,C.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.3.1,Public healthcare access,C,C.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,C.3.2,Public education access for children,C,C.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.1.1,PR provision available (yes / no),D,D.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.1.2,Minimum years of residence to PR eligibility,D,D.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.1.3,Physical presence requirement during accrual (days/yr),D,D.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.1.4,PR retention rules (days/yr to keep PR),D,D.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.2.1,Citizenship provision available from this track (yes / no),D,D.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.2.2,Total minimum years from initial visa entry to citizenship eligibility,D,D.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.2.3,Dual citizenship permitted,D,D.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.2.4,Civic / language / integration test burden,D,D.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.3.1,Tax residency trigger (days/yr before worldwide tax applies),D,D.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.3.2,"Special regime available (non-dom, expat bonus, flat-rate)",D,D.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,D.3.3,Territorial vs. worldwide taxation for residents,D,D.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,E.1.1,"Material policy changes in last 5 years (count, weighted by severity)",E,E.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,E.1.2,Forward-announced pipeline changes (positive predictability signal),E,E.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,E.1.3,"Program age (years since introduction, capped at 20)",E,E.1,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,E.2.1,Published approval rate or admission statistics,E,E.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,E.2.2,Published quota / cap information,E,E.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,E.2.3,Public guidance and decision criteria documentation,E,E.2,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,E.3.1,Rule of law (V-Dem / World Bank WGI),E,E.3,,LLM_MISS,,,,,
CAN,1102f908-ac5b-463e-8059-242b0d007f4b,Global Talent Stream,E.3.2,Government effectiveness (World Bank WGI),E,E.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.1.1,Minimum salary threshold (USD-equivalent),A,A.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.1.2,Salary threshold as % of local median wage,A,A.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.1.3,"Alternative qualification pathways (points, capital, patent)",A,A.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.2.1,Minimum educational requirement,A,A.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.2.2,Minimum work experience (years),A,A.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.2.3,Language proficiency requirement (level + acceptance list),A,A.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.3.1,Occupation list constraint (open / restricted list / shortage list),A,A.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.3.2,Annual quota presence and size,A,A.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),A.3.3,Applicant age cap,A,A.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.1.1,Published SLA processing time (days),B,B.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.1.2,Fast-track option availability and SLA,B,B.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.1.3,Number of application steps,B,B.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.2.1,Principal applicant fees (USD),B,B.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.2.2,Per-dependant fees (USD),B,B.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.2.3,Employer-borne levies and skill charges (USD),B,B.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.2.4,"Mandatory non-government costs (agents, translation, medicals)",B,B.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.3.1,Online application availability,B,B.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.3.2,In-person / biometric requirement (count of visits),B,B.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),B.3.3,Appeal and refusal process clarity,B,B.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.1.1,Employer-sponsorship requirement,C,C.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.1.2,Ability to switch employers (no re-application vs. re-application),C,C.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.1.3,Self-employment and secondary income rights,C,C.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.1.4,Labor market test requirement,C,C.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.2.1,Spouse inclusion and work rights (automatic / by permit / none),C,C.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.2.2,Dependent child age cap and inclusion terms,C,C.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.2.3,Parent or extended family inclusion option,C,C.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.2.4,Same-sex partner recognition,C,C.2,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.3.1,Public healthcare access,C,C.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),C.3.2,Public education access for children,C,C.3,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),D.1.1,PR provision available (yes / no),D,D.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),D.1.2,Minimum years of residence to PR eligibility,D,D.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),D.1.3,Physical presence requirement during accrual (days/yr),D,D.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),D.1.4,PR retention rules (days/yr to keep PR),D,D.1,,LLM_MISS,,,,,
CAN,34f031c5-cf91-4cde-8c3f-2e107bd68a69,Provincial Nominee Program (PNP),D.2.1,Citizenship provision available from this track (yes / no),D,D.2,,LLM_MISS,,,,,
